Case ID,Activity,Activity ID,Event Type,Timestamp,Resource,Cost,Duration (min)
9,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
23,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.4915357174309516
23,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
38,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.852876622114975
38,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
30,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:19:58 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.742678035480692
30,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:19:58 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
50,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:19:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.4728408512230309
50,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:19:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
12,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:20:17 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.835056698566795
12,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:20:17 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
2,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:20:20 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.59960690116204
2,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:20:20 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
47,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:20:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5712261527778293
47,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:20:24 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
7,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:20:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.729981231004832
7,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:20:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
8,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:20:27 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5332182719923146
8,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:20:27 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
14,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:20:34 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.4253690645006
14,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:20:34 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
46,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:20:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.523055217936307
46,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:20:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
16,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:20:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.6240595672170266
16,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:20:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
45,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:20:50 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.7764847361729015
45,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:20:50 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
24,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:20:53 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.116115497741385
24,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:20:53 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
44,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:20:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.4927000947260602
44,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:20:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
4,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:04 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.67325965884467
4,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:04 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
17,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:21:05 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.309803576361434
17,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:21:05 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
5,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:17 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.6375632942034473
5,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:17 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
30,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:22 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.4031666798480977
30,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:22 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
42,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:21:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,7.9489396772777265
42,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:21:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
18,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:34 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.934264129852272
18,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:34 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
2,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:35 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.2537574941444414
2,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:35 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
38,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:35 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.713704362871847
7,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:39 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.2351254692017228
7,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:39 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
31,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:21:40 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,7.21311336673965
31,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:21:40 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
12,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:49 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5300286859554062
12,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:49 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
14,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:21:54 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.3324302378017494
14,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:21:54 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
1,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:22:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,8.682655990319748
1,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:22:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
3,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:22:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.089189807923003
3,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:22:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
46,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:22:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.8615772042486531
46,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:22:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
24,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:22:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.8503621319550951
17,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:22:54 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.8252475638339698
17,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:22:54 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
43,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:23:06 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.953064153708701
43,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:23:06 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
42,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:23:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.7712381634264989
42,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:23:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
29,Categorize and Prioritize,Task_3,complete,Mon Jan 01 2024 08:23:30 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),10,9.725209941533993
29,Is Major Incident?,Gateway_4,start,Mon Jan 01 2024 08:23:30 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
1,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:23:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.2681933908535123
1,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:23:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
19,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:23:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.348407867684081
19,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:23:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
29,Is Major Incident?,Gateway_4,complete,Mon Jan 01 2024 08:25:22 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.8686909659364808
29,Check Knowledge Base,Task_5,start,Mon Jan 01 2024 08:25:22 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
22,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:25:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.4232097855828885
22,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:25:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
23,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:25:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,5.899955945455919
23,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:25:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
11,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:25:53 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,9.439357957233735
11,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:25:53 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
35,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:25:55 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,7.488783538974532
35,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:25:55 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
39,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:26:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,9.307084590538118
39,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:26:37 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
21,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:26:38 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,7.944078464853639
21,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:26:38 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
16,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:26:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.008943457189897
16,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:26:43 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
37,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:26:57 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,7.821835475292098
37,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:26:57 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
8,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:27:03 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.593280840667761
8,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:27:03 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
30,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:27:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.011426401962028
30,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:27:23 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
49,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:27:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,9.831088558897665
49,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:27:25 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
25,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:27:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,11.30903592008635
25,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:27:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
50,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:27:32 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,7.547361960331964
50,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:27:32 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
36,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:27:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,8.414031519157906
36,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:27:41 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
15,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:28:19 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,9.130345694846937
15,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:28:19 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
32,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:28:20 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,9.530857510860855
32,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:28:20 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
7,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:28:27 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.799356289289145
7,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:28:27 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
14,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:28:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,6.594295257699936
14,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:28:29 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
5,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:28:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,7.489101541853611
5,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:28:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
6,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:29:22 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,12.333032747044125
6,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:29:22 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
41,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:29:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,10.30762096978037
41,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:29:46 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
34,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:30:04 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,11.216904035140608
34,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:30:04 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
46,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:30:14 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,7.6754432139421525
46,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:30:14 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
44,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:30:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,10.003985259798828
44,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:30:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
47,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:31:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,11.187360799668513
47,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:31:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
13,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:31:47 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,12.252121608095887
13,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:31:47 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
33,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:31:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,14.435246464032899
33,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:31:59 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
26,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:32:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,13.970683882817557
26,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:32:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
1,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:32:58 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,9.285605482926362
1,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:32:58 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
45,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:33:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,12.633440782180658
45,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:33:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
42,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:33:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,10.360621681025739
42,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:33:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
48,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:33:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,14.973577647461816
48,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:33:36 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
27,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:33:45 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,14.479466441423632
27,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:33:45 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
4,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:33:55 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,12.836230446557803
4,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:33:55 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
9,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:33:56 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,14.219398853084185
9,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:33:56 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
18,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:34:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,12.643758371248794
18,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:34:12 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
12,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:34:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,12.73160408132525
12,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:34:33 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
17,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:34:39 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,11.737942118076322
17,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:34:39 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
2,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:35:03 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,13.476441873447005
2,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:35:03 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
11,Attempt First Call Resolution (FCR),Task_6,complete,Mon Jan 01 2024 08:36:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),30,10.588732615704677
11,Is Resolved at Level 1?,Gateway_7,start,Mon Jan 01 2024 08:36:28 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
11,Is Resolved at Level 1?,Gateway_7,complete,Mon Jan 01 2024 08:37:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.3999428825017988
11,Close Incident,Task_18,start,Mon Jan 01 2024 08:37:52 GMT+0100 (Central European Standard Time),System (Automated),0,
11,Escalate to Level 2,Task_8,start,Mon Jan 01 2024 08:37:52 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
3,Attempt First Call Resolution (FCR),Task_6,complete,Mon Jan 01 2024 08:38:20 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),30,15.856477854812706
3,Is Resolved at Level 1?,Gateway_7,start,Mon Jan 01 2024 08:38:20 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
11,Close Incident,Task_18,complete,Mon Jan 01 2024 08:38:52 GMT+0100 (Central European Standard Time),System (Automated),0.1,1
11,Send Satisfaction Survey,Task_19,start,Mon Jan 01 2024 08:38:52 GMT+0100 (Central European Standard Time),System (Automated),0,
50,Attempt First Call Resolution (FCR),Task_6,complete,Mon Jan 01 2024 08:39:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),30,11.982764174122021
50,Is Resolved at Level 1?,Gateway_7,start,Mon Jan 01 2024 08:39:31 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
3,Is Resolved at Level 1?,Gateway_7,complete,Mon Jan 01 2024 08:39:50 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.5064787644589883
3,Close Incident,Task_18,start,Mon Jan 01 2024 08:39:50 GMT+0100 (Central European Standard Time),System (Automated),0,
11,Send Satisfaction Survey,Task_19,complete,Mon Jan 01 2024 08:39:52 GMT+0100 (Central European Standard Time),System (Automated),0.1,1
11,Analyze Trends and Report,Task_20,start,Mon Jan 01 2024 08:39:52 GMT+0100 (Central European Standard Time),Management,0,
29,Check Knowledge Base,Task_5,complete,Mon Jan 01 2024 08:40:18 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),15,14.921640878127175
29,Attempt First Call Resolution (FCR),Task_6,start,Mon Jan 01 2024 08:40:18 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
23,Attempt First Call Resolution (FCR),Task_6,complete,Mon Jan 01 2024 08:40:49 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),30,15.197578339959454
23,Is Resolved at Level 1?,Gateway_7,start,Mon Jan 01 2024 08:40:49 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
3,Close Incident,Task_18,complete,Mon Jan 01 2024 08:40:50 GMT+0100 (Central European Standard Time),System (Automated),0.1,1
3,Send Satisfaction Survey,Task_19,start,Mon Jan 01 2024 08:40:50 GMT+0100 (Central European Standard Time),System (Automated),0,
39,Attempt First Call Resolution (FCR),Task_6,complete,Mon Jan 01 2024 08:41:21 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),30,14.730200915704103
39,Is Resolved at Level 1?,Gateway_7,start,Mon Jan 01 2024 08:41:21 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
50,Is Resolved at Level 1?,Gateway_7,complete,Mon Jan 01 2024 08:41:22 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),2,1.8582738059931367
50,Close Incident,Task_18,start,Mon Jan 01 2024 08:41:22 GMT+0100 (Central European Standard Time),System (Automated),0,
36,Attempt First Call Resolution (FCR),Task_6,complete,Mon Jan 01 2024 08:41:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),30,14.045623275970417
36,Is Resolved at Level 1?,Gateway_7,start,Mon Jan 01 2024 08:41:44 GMT+0100 (Central European Standard Time),Service Desk Operator (Level 1),0,
3,Send Satisfaction Survey,Task_19,complete,Mon Jan 01 2024 08:41:50 GMT+0100 (Central European Standard Time),System (Automated),0.1,1
3,Analyze Trends and Report,Task_20,start,Mon Jan 01 2024 08:41:50 GMT+0100 (Central European Standard Time),Management,0,
